TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
8750.6,issf,vitsta4,Violet-throated Starfrontlet (Cuzco),Coeligena violifer osculans,Caprimulgiformes,Trochilidae (Hummingbirds),,vitsta1
8750.8,issf,vitsta5,Violet-throated Starfrontlet (Bolivian),Coeligena violifer violifer,Caprimulgiformes,Trochilidae (Hummingbirds),,vitsta1
8757,species,raista1,Rainbow Starfrontlet,Coeligena iris,Caprimulgiformes,Trochilidae (Hummingbirds),,
8764.4,species,whtsta1,White-tailed Starfrontlet,Coeligena phalerata,Caprimulgiformes,Trochilidae (Hummingbirds),,
8764.8,species,dussta1,Dusky Starfrontlet,Coeligena orina,Caprimulgiformes,Trochilidae (Hummingbirds),,
8765,species,buwsta1,Buff-winged Starfrontlet,Coeligena lutetiae,Caprimulgiformes,Trochilidae (Hummingbirds),,
8765.4,species,gobsta1,Golden-bellied Starfrontlet,Coeligena bonapartei,Caprimulgiformes,Trochilidae (Hummingbirds),,
8766.3,issf,gobsta2,Golden-bellied Starfrontlet (Perija),Coeligena bonapartei consita,Caprimulgiformes,Trochilidae (Hummingbirds),,gobsta1
8766.4,issf,gobsta6,Golden-bellied Starfrontlet (Golden-bellied),Coeligena bonapartei bonapartei,Caprimulgiformes,Trochilidae (Hummingbirds),,gobsta1
8766.6,issf,gobsta4,Golden-bellied Starfrontlet (Golden-tailed),Coeligena bonapartei eos,Caprimulgiformes,Trochilidae (Hummingbirds),,gobsta1
8766.8,species,bltsta1,Blue-throated Starfrontlet,Coeligena helianthea,Caprimulgiformes,Trochilidae (Hummingbirds),,
8768,species,mouvel1,Mountain Velvetbreast,Lafresnaya lafresnayi,Caprimulgiformes,Trochilidae (Hummingbirds),,
8770,species,swbhum1,Sword-billed Hummingbird,Ensifera ensifera,Caprimulgiformes,Trochilidae (Hummingbirds),,
8772,species,gresap1,Great Sapphirewing,Pterophanes cyanopterus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8774,species,butcor1,Buff-tailed Coronet,Boissonneaua flavescens,Caprimulgiformes,Trochilidae (Hummingbirds),,
8776,species,chbcor1,Chestnut-breasted Coronet,Boissonneaua matthewsii,Caprimulgiformes,Trochilidae (Hummingbirds),,
8778,species,vepcor1,Velvet-purple Coronet,Boissonneaua jardini,Caprimulgiformes,Trochilidae (Hummingbirds),,
8780,species,bortai1,Booted Racket-tail,Ocreatus underwoodii,Caprimulgiformes,Trochilidae (Hummingbirds),,
8780.2,issf,boorat1,Booted Racket-tail (White-booted),Ocreatus underwoodii [underwoodii Group],Caprimulgiformes,Trochilidae (Hummingbirds),,bortai1
8780.4,issf,boorat2,Booted Racket-tail (Peruvian),Ocreatus underwoodii peruanus,Caprimulgiformes,Trochilidae (Hummingbirds),,bortai1
8780.6,issf,boorat3,Booted Racket-tail (Anna's),Ocreatus underwoodii annae,Caprimulgiformes,Trochilidae (Hummingbirds),,bortai1
8780.8,issf,boorat4,Booted Racket-tail (Adda's),Ocreatus underwoodii addae,Caprimulgiformes,Trochilidae (Hummingbirds),,bortai1
8782,species,whthil1,White-tailed Hillstar,Urochroa bougueri,Caprimulgiformes,Trochilidae (Hummingbirds),,
8782.2,issf,whthil2,White-tailed Hillstar (Rufous-gaped),Urochroa bougueri bougueri,Caprimulgiformes,Trochilidae (Hummingbirds),,whthil1
8782.4,issf,whthil3,White-tailed Hillstar (White-tailed),Urochroa bougueri leucura,Caprimulgiformes,Trochilidae (Hummingbirds),,whthil1
8784,species,pubwhi1,Purple-bibbed Whitetip,Urosticte benjamini,Caprimulgiformes,Trochilidae (Hummingbirds),,
8786,species,ruvwhi1,Rufous-vented Whitetip,Urosticte ruficrissa,Caprimulgiformes,Trochilidae (Hummingbirds),,
8788,species,vebbri1,Velvet-browed Brilliant,Heliodoxa xanthogonys,Caprimulgiformes,Trochilidae (Hummingbirds),,
8790,species,pitbri1,Pink-throated Brilliant,Heliodoxa gularis,Caprimulgiformes,Trochilidae (Hummingbirds),,
8792,species,ruwbri1,Rufous-webbed Brilliant,Heliodoxa branickii,Caprimulgiformes,Trochilidae (Hummingbirds),,
8794,species,bltbri1,Black-throated Brilliant,Heliodoxa schreibersii,Caprimulgiformes,Trochilidae (Hummingbirds),,
8794.2,issf,bktbri1,Black-throated Brilliant (Black-throated),Heliodoxa schreibersii schreibersii,Caprimulgiformes,Trochilidae (Hummingbirds),,bltbri1
8794.4,issf,bktbri2,Black-throated Brilliant (Black-breasted),Heliodoxa schreibersii whitelyana,Caprimulgiformes,Trochilidae (Hummingbirds),,bltbri1
8796,species,goujew1,Gould's Jewelfront,Heliodoxa aurescens,Caprimulgiformes,Trochilidae (Hummingbirds),,
8798,species,fabbri1,Fawn-breasted Brilliant,Heliodoxa rubinoides,Caprimulgiformes,Trochilidae (Hummingbirds),,
8800,species,grcbri1,Green-crowned Brilliant,Heliodoxa jacula,Caprimulgiformes,Trochilidae (Hummingbirds),,
8802,species,empbri1,Empress Brilliant,Heliodoxa imperatrix,Caprimulgiformes,Trochilidae (Hummingbirds),,
8804,species,vifbri1,Violet-fronted Brilliant,Heliodoxa leadbeateri,Caprimulgiformes,Trochilidae (Hummingbirds),,
8806,species,brarub1,Brazilian Ruby,Clytolaema rubricauda,Caprimulgiformes,Trochilidae (Hummingbirds),,
8808,species,giahum1,Giant Hummingbird,Patagona gigas,Caprimulgiformes,Trochilidae (Hummingbirds),,
8810,species,vichum2,Violet-chested Hummingbird,Sternoclyta cyanopectus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8812,species,scthum1,Scissor-tailed Hummingbird,Hylonympha macrocerca,Caprimulgiformes,Trochilidae (Hummingbirds),,
8816,species,maghum1,Rivoli's Hummingbird,Eugenes fulgens,Caprimulgiformes,Trochilidae (Hummingbirds),,
8818,species,maghum2,Talamanca Hummingbird,Eugenes spectabilis,Caprimulgiformes,Trochilidae (Hummingbirds),,
8820,species,lobsta1,Long-billed Starthroat,Heliomaster longirostris,Caprimulgiformes,Trochilidae (Hummingbirds),,
8822,species,plcsta,Plain-capped Starthroat,Heliomaster constantii,Caprimulgiformes,Trochilidae (Hummingbirds),,
8822.2,slash,y00863,Long-billed/Plain-capped Starthroat,Heliomaster longirostris/constantii,Caprimulgiformes,Trochilidae (Hummingbirds),,
8824,species,stbsta1,Stripe-breasted Starthroat,Heliomaster squamosus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8826,species,bltsta2,Blue-tufted Starthroat,Heliomaster furcifer,Caprimulgiformes,Trochilidae (Hummingbirds),,
8828,species,fithum1,Fiery-throated Hummingbird,Panterpe insignis,Caprimulgiformes,Trochilidae (Hummingbirds),,
8830,species,gtmgem1,Green-throated Mountain-gem,Lampornis viridipallens,Caprimulgiformes,Trochilidae (Hummingbirds),,
8832,species,gbmgem1,Green-breasted Mountain-gem,Lampornis sybillae,Caprimulgiformes,Trochilidae (Hummingbirds),,
8834,species,amthum1,Amethyst-throated Hummingbird,Lampornis amethystinus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8836,issf,amthum2,Amethyst-throated Hummingbird (Amethyst-throated),Lampornis amethystinus [amethystinus Group],Caprimulgiformes,Trochilidae (Hummingbirds),,amthum1
8838,issf,amthum3,Amethyst-throated Hummingbird (Violet-throated),Lampornis amethystinus margaritae,Caprimulgiformes,Trochilidae (Hummingbirds),,amthum1
8840,species,buthum,Blue-throated Hummingbird,Lampornis clemenciae,Caprimulgiformes,Trochilidae (Hummingbirds),,
8842,species,wbmgem1,White-bellied Mountain-gem,Lampornis hemileucus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8844,species,ptmgem,Purple-throated Mountain-gem,Lampornis calolaemus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8846,species,wtmgem1,White-throated Mountain-gem,Lampornis castaneoventris,Caprimulgiformes,Trochilidae (Hummingbirds),,
8848,issf,whtmog1,White-throated Mountain-gem (Blue-tailed),Lampornis castaneoventris castaneoventris,Caprimulgiformes,Trochilidae (Hummingbirds),,wtmgem1
8850,issf,whtmog2,White-throated Mountain-gem (Gray-tailed),Lampornis castaneoventris cinereicauda,Caprimulgiformes,Trochilidae (Hummingbirds),,wtmgem1
8850.2,slash,y00864,Purple-throated/White-throated Mountain-gem,Lampornis calolaemus/castaneoventris,Caprimulgiformes,Trochilidae (Hummingbirds),,
8852,species,gathum1,Garnet-throated Hummingbird,Lamprolaima rhami,Caprimulgiformes,Trochilidae (Hummingbirds),,
8854,species,pucwoo1,Purple-collared Woodstar,Myrtis fanny,Caprimulgiformes,Trochilidae (Hummingbirds),,
8856,species,chiwoo1,Chilean Woodstar,Eulidia yarrellii,Caprimulgiformes,Trochilidae (Hummingbirds),,
8858,species,oashum1,Oasis Hummingbird,Rhodopis vesper,Caprimulgiformes,Trochilidae (Hummingbirds),,
8860,species,pershe2,Peruvian Sheartail,Thaumastura cora,Caprimulgiformes,Trochilidae (Hummingbirds),,
8861,hybrid,x00736,Chilean Woodstar x Peruvian Sheartail (hybrid),Eulidia yarrellii x Thaumastura cora,Caprimulgiformes,Trochilidae (Hummingbirds),,
8862,species,whbwoo6,White-bellied Woodstar,Chaetocercus mulsant,Caprimulgiformes,Trochilidae (Hummingbirds),,
8864,species,litwoo5,Little Woodstar,Chaetocercus bombus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8866,species,gorwoo2,Gorgeted Woodstar,Chaetocercus heliodor,Caprimulgiformes,Trochilidae (Hummingbirds),,
8868,species,samwoo2,Santa Marta Woodstar,Chaetocercus astreans,Caprimulgiformes,Trochilidae (Hummingbirds),,
8870,species,esmwoo2,Esmeraldas Woodstar,Chaetocercus berlepschi,Caprimulgiformes,Trochilidae (Hummingbirds),,
8872,species,ruswoo1,Rufous-shafted Woodstar,Chaetocercus jourdanii,Caprimulgiformes,Trochilidae (Hummingbirds),,
8873.6,spuh,chaeto1,Chaetocercus sp.,Chaetocercus sp.,Caprimulgiformes,Trochilidae (Hummingbirds),,
8874,species,shtwoo1,Short-tailed Woodstar,Myrmia micrura,Caprimulgiformes,Trochilidae (Hummingbirds),,
8876,species,sltwoo1,Slender-tailed Woodstar,Microstilbon burmeisteri,Caprimulgiformes,Trochilidae (Hummingbirds),,
8878,species,sleshe1,Slender Sheartail,Doricha enicura,Caprimulgiformes,Trochilidae (Hummingbirds),,
8880,species,mexshe1,Mexican Sheartail,Doricha eliza,Caprimulgiformes,Trochilidae (Hummingbirds),,
8882,species,spthum1,Sparkling-tailed Hummingbird,Tilmatura dupontii,Caprimulgiformes,Trochilidae (Hummingbirds),,
8884,species,luchum,Lucifer Hummingbird,Calothorax lucifer,Caprimulgiformes,Trochilidae (Hummingbirds),,
8886,species,beahum1,Beautiful Hummingbird,Calothorax pulcher,Caprimulgiformes,Trochilidae (Hummingbirds),,
8886.2,slash,y01030,Lucifer/Beautiful Hummingbird,Calothorax lucifer/pulcher,Caprimulgiformes,Trochilidae (Hummingbirds),,
8888,species,bahwoo,Bahama Woodstar,Calliphlox evelynae,Caprimulgiformes,Trochilidae (Hummingbirds),,
8888.2,species,inawoo2,Inagua Woodstar,Calliphlox lyrura,Caprimulgiformes,Trochilidae (Hummingbirds),,
8890,species,matwoo1,Magenta-throated Woodstar,Calliphlox bryantae,Caprimulgiformes,Trochilidae (Hummingbirds),,
8892,species,putwoo1,Purple-throated Woodstar,Calliphlox mitchellii,Caprimulgiformes,Trochilidae (Hummingbirds),,
8894,species,amewoo1,Amethyst Woodstar,Calliphlox amethystina,Caprimulgiformes,Trochilidae (Hummingbirds),,
8895,spuh,woodst1,woodstar sp.,Trochilidae sp. (woodstar sp.),Caprimulgiformes,Trochilidae (Hummingbirds),,
8896,species,rthhum,Ruby-throated Hummingbird,Archilochus colubris,Caprimulgiformes,Trochilidae (Hummingbirds),,
8898,species,bkchum,Black-chinned Hummingbird,Archilochus alexandri,Caprimulgiformes,Trochilidae (Hummingbirds),,
8899,hybrid,x00850,Ruby-throated x Black-chinned Hummingbird (hybrid),Archilochus colubris x alexandri,Caprimulgiformes,Trochilidae (Hummingbirds),,
8900,slash,archil1,Ruby-throated/Black-chinned Hummingbird,Archilochus colubris/alexandri,Caprimulgiformes,Trochilidae (Hummingbirds),,
8902,species,verhum1,Vervain Hummingbird,Mellisuga minima,Caprimulgiformes,Trochilidae (Hummingbirds),,
8904,species,beehum1,Bee Hummingbird,Mellisuga helenae,Caprimulgiformes,Trochilidae (Hummingbirds),,
8906,species,annhum,Anna's Hummingbird,Calypte anna,Caprimulgiformes,Trochilidae (Hummingbirds),,
8906.3,hybrid,x00690,Lucifer x Anna's Hummingbird (hybrid),Calothorax lucifer x Calypte anna,Caprimulgiformes,Trochilidae (Hummingbirds),,
8906.5,hybrid,x00651,Black-chinned x Anna's Hummingbird (hybrid),Archilochus alexandri x Calypte anna,Caprimulgiformes,Trochilidae (Hummingbirds),,
8914,species,coshum,Costa's Hummingbird,Calypte costae,Caprimulgiformes,Trochilidae (Hummingbirds),,
8914.5,hybrid,x00737,Lucifer x Costa's Hummingbird (hybrid),Calothorax lucifer x Calypte costae,Caprimulgiformes,Trochilidae (Hummingbirds),,
8915,hybrid,x00618,Anna's x Costa's Hummingbird (hybrid),Calypte anna x costae,Caprimulgiformes,Trochilidae (Hummingbirds),,
8916,slash,calypt,Anna's/Costa's Hummingbird,Calypte anna/costae,Caprimulgiformes,Trochilidae (Hummingbirds),,
8918,species,bumhum,Bumblebee Hummingbird,Atthis heloisa,Caprimulgiformes,Trochilidae (Hummingbirds),,
8920,species,withum1,Wine-throated Hummingbird,Atthis ellioti,Caprimulgiformes,Trochilidae (Hummingbirds),,
8922,species,brthum,Broad-tailed Hummingbird,Selasphorus platycercus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8924,species,rufhum,Rufous Hummingbird,Selasphorus rufus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8924.3,hybrid,x00738,Black-chinned x Rufous Hummingbird (hybrid),Archilochus alexandri x Selasphorus rufus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8924.5,hybrid,x00626,Anna's x Rufous Hummingbird (hybrid),Calypte anna x Selasphorus rufus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8926,species,allhum,Allen's Hummingbird,Selasphorus sasin,Caprimulgiformes,Trochilidae (Hummingbirds),,
8931,hybrid,x00691,Anna's x Allen's Hummingbird (hybrid),Calypte anna x Selasphorus sasin,Caprimulgiformes,Trochilidae (Hummingbirds),,
8932,slash,y00001,Rufous/Allen's Hummingbird,Selasphorus rufus/sasin,Caprimulgiformes,Trochilidae (Hummingbirds),,
8934,species,volhum1,Volcano Hummingbird,Selasphorus flammula,Caprimulgiformes,Trochilidae (Hummingbirds),,
8936,issf,volhum2,Volcano Hummingbird (Purple-throated),Selasphorus flammula flammula,Caprimulgiformes,Trochilidae (Hummingbirds),,volhum1
8938,issf,volhum4,Volcano Hummingbird (Heliotrope-throated),Selasphorus flammula torridus,Caprimulgiformes,Trochilidae (Hummingbirds),,volhum1
8940,issf,volhum3,Volcano Hummingbird (Rose-throated),Selasphorus flammula simoni,Caprimulgiformes,Trochilidae (Hummingbirds),,volhum1
8942,species,glthum1,Glow-throated Hummingbird,Selasphorus ardens,Caprimulgiformes,Trochilidae (Hummingbirds),,
8944,species,scihum1,Scintillant Hummingbird,Selasphorus scintilla,Caprimulgiformes,Trochilidae (Hummingbirds),,
8946,species,calhum,Calliope Hummingbird,Selasphorus calliope,Caprimulgiformes,Trochilidae (Hummingbirds),,
8946.3,hybrid,x00768,Black-chinned x Calliope Hummingbird (hybrid),Archilochus alexandri x Selasphorus calliope,Caprimulgiformes,Trochilidae (Hummingbirds),,
8946.5,hybrid,x00619,Anna's x Calliope Hummingbird (hybrid),Calypte anna x Selasphorus calliope,Caprimulgiformes,Trochilidae (Hummingbirds),,
8947,hybrid,x00851,Broad-tailed x Calliope Hummingbird (hybrid),Selasphorus platycercus x calliope,Caprimulgiformes,Trochilidae (Hummingbirds),,
8947.5,hybrid,x00852,Rufous x Calliope Hummingbird (hybrid),Selasphorus rufus x calliope,Caprimulgiformes,Trochilidae (Hummingbirds),,
8948,spuh,selasp,Selasphorus sp.,Selasphorus sp.,Caprimulgiformes,Trochilidae (Hummingbirds),,
8949,hybrid,x00739,Anna's Hummingbird x Selasphorus sp. (hybrid),Calypte anna x Selasphorus sp.,Caprimulgiformes,Trochilidae (Hummingbirds),,
8950,species,weseme1,Western Emerald,Chlorostilbon melanorhynchus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8952,species,rebeme1,Red-billed Emerald,Chlorostilbon gibsoni,Caprimulgiformes,Trochilidae (Hummingbirds),,
8954,species,blteme1,Blue-tailed Emerald,Chlorostilbon mellisugus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8956,species,goceme1,Golden-crowned Emerald,Chlorostilbon auriceps,Caprimulgiformes,Trochilidae (Hummingbirds),,
8958,species,cozeme1,Cozumel Emerald,Chlorostilbon forficatus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8960,species,caneme1,Canivet's Emerald,Chlorostilbon canivetii,Caprimulgiformes,Trochilidae (Hummingbirds),,
8962,issf,caneme2,Canivet's Emerald (Canivet's),Chlorostilbon canivetii canivetii,Caprimulgiformes,Trochilidae (Hummingbirds),,caneme1
8964,issf,caneme3,Canivet's Emerald (Salvin's),Chlorostilbon canivetii salvini/osberti,Caprimulgiformes,Trochilidae (Hummingbirds),,caneme1
8966,species,gareme1,Garden Emerald,Chlorostilbon assimilis,Caprimulgiformes,Trochilidae (Hummingbirds),,
8968,species,chieme1,Chiribiquete Emerald,Chlorostilbon olivaresi,Caprimulgiformes,Trochilidae (Hummingbirds),,
8970,species,cubeme1,Cuban Emerald,Chlorostilbon ricordii,Caprimulgiformes,Trochilidae (Hummingbirds),,
8972,species,braeme1,Brace's Emerald,Chlorostilbon bracei,Caprimulgiformes,Trochilidae (Hummingbirds),,
8972.2,issf,braeme2,Brace's Emerald (Brace's),Chlorostilbon bracei bracei,Caprimulgiformes,Trochilidae (Hummingbirds),,braeme1
8972.4,issf,braeme3,Brace's Emerald (Caribbean),Chlorostilbon bracei elegans,Caprimulgiformes,Trochilidae (Hummingbirds),,braeme1
8974,species,hiseme1,Hispaniolan Emerald,Chlorostilbon swainsonii,Caprimulgiformes,Trochilidae (Hummingbirds),,
8976,species,pureme1,Puerto Rican Emerald,Chlorostilbon maugaeus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8978,species,glbeme1,Glittering-bellied Emerald,Chlorostilbon lucidus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8980,species,copeme1,Coppery Emerald,Chlorostilbon russatus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8982,species,nateme2,Narrow-tailed Emerald,Chlorostilbon stenurus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8984,species,grteme1,Green-tailed Emerald,Chlorostilbon alice,Caprimulgiformes,Trochilidae (Hummingbirds),,
8986,species,shteme1,Short-tailed Emerald,Chlorostilbon poortmani,Caprimulgiformes,Trochilidae (Hummingbirds),,
8986.2,spuh,chloro2,Chlorostilbon sp.,Chlorostilbon sp.,Caprimulgiformes,Trochilidae (Hummingbirds),,
8988,species,bucsap1,Blue-chinned Sapphire,Chlorestes notata,Caprimulgiformes,Trochilidae (Hummingbirds),,
8990,species,dushum1,Dusky Hummingbird,Cynanthus sordidus,Caprimulgiformes,Trochilidae (Hummingbirds),,
8992,species,brbhum,Broad-billed Hummingbird,Cynanthus latirostris,Caprimulgiformes,Trochilidae (Hummingbirds),,
8994,issf,brbhum1,Broad-billed Hummingbird (Northern),Cynanthus latirostris [latirostris Group],Caprimulgiformes,Trochilidae (Hummingbirds),,brbhum
8996,issf,brbhum2,Broad-billed Hummingbird (Doubleday's),Cynanthus latirostris doubledayi,Caprimulgiformes,Trochilidae (Hummingbirds),,brbhum
8998,issf,brbhum3,Broad-billed Hummingbird (Tres Marias Is.),Cynanthus latirostris lawrencei,Caprimulgiformes,Trochilidae (Hummingbirds),,brbhum
8999,hybrid,x00676,Black-chinned x Broad-billed Hummingbird (hybrid),Archilochus alexandri x Cynanthus latirostris,Caprimulgiformes,Trochilidae (Hummingbirds),,
9002,species,blhhum1,Blue-headed Hummingbird,Cyanophaia bicolor,Caprimulgiformes,Trochilidae (Hummingbirds),,
9004,species,anchum1,Antillean Crested Hummingbird,Orthorhyncus cristatus,Caprimulgiformes,Trochilidae (Hummingbirds),,
9006,issf,anchum2,Antillean Crested Hummingbird (Lesser Antilles),Orthorhyncus cristatus exilis,Caprimulgiformes,Trochilidae (Hummingbirds),,anchum1
9008,issf,anchum3,Antillean Crested Hummingbird (St. Vincent),Orthorhyncus cristatus ornatus,Caprimulgiformes,Trochilidae (Hummingbirds),,anchum1
9010,issf,anchum4,Antillean Crested Hummingbird (Barbados),Orthorhyncus cristatus cristatus,Caprimulgiformes,Trochilidae (Hummingbirds),,anchum1
9012,issf,anchum5,Antillean Crested Hummingbird (Grenadines and Grenada),Orthorhyncus cristatus emigrans,Caprimulgiformes,Trochilidae (Hummingbirds),,anchum1
9014,species,vihhum1,Violet-headed Hummingbird,Klais guimeti,Caprimulgiformes,Trochilidae (Hummingbirds),,
9016,species,emchum1,Emerald-chinned Hummingbird,Abeillia abeillei,Caprimulgiformes,Trochilidae (Hummingbirds),,
9018.4,species,plover3,Green-crowned Plovercrest,Stephanoxis lalandi,Caprimulgiformes,Trochilidae (Hummingbirds),,
9019,species,plover4,Purple-crowned Plovercrest,Stephanoxis loddigesii,Caprimulgiformes,Trochilidae (Hummingbirds),,
9020,species,scbhum1,Scaly-breasted Hummingbird,Phaeochroa cuvierii,Caprimulgiformes,Trochilidae (Hummingbirds),,
9022,issf,scbhum2,Scaly-breasted Hummingbird (Robert's),Phaeochroa cuvierii roberti,Caprimulgiformes,Trochilidae (Hummingbirds),,scbhum1
9024,issf,scbhum3,Scaly-breasted Hummingbird (Cuvier's),Phaeochroa cuvierii [cuvierii Group],Caprimulgiformes,Trochilidae (Hummingbirds),,scbhum1
9026,species,wetsab1,Wedge-tailed Sabrewing,Campylopterus curvipennis,Caprimulgiformes,Trochilidae (Hummingbirds),,
9028,issf,wetsab2,Wedge-tailed Sabrewing (Curve-winged),Campylopterus curvipennis curvipennis,Caprimulgiformes,Trochilidae (Hummingbirds),,wetsab1
9030,issf,wetsab3,Wedge-tailed Sabrewing (Wedge-tailed),Campylopterus curvipennis pampa,Caprimulgiformes,Trochilidae (Hummingbirds),,wetsab1
9032,species,lotsab1,Long-tailed Sabrewing,Campylopterus excellens,Caprimulgiformes,Trochilidae (Hummingbirds),,
9034,species,gybsab1,Gray-breasted Sabrewing,Campylopterus largipennis,Caprimulgiformes,Trochilidae (Hummingbirds),,
9034.2,issf,gybsab2,Gray-breasted Sabrewing (largipennis),Campylopterus largipennis largipennis,Caprimulgiformes,Trochilidae (Hummingbirds),,gybsab1
9034.4,issf,gybsab3,Gray-breasted Sabrewing (obscurus),Campylopterus largipennis obscurus,Caprimulgiformes,Trochilidae (Hummingbirds),,gybsab1
9034.6,issf,gybsab4,Gray-breasted Sabrewing (Dry Forest),Campylopterus largipennis calcirupicola,Caprimulgiformes,Trochilidae (Hummingbirds),,gybsab1
9034.8,issf,gybsab5,Gray-breasted Sabrewing (diamantinensis),Campylopterus largipennis diamantinensis,Caprimulgiformes,Trochilidae (Hummingbirds),,gybsab1
9036,species,rufsab1,Rufous Sabrewing,Campylopterus rufus,Caprimulgiformes,Trochilidae (Hummingbirds),,
9038,species,viosab1,Violet Sabrewing,Campylopterus hemileucurus,Caprimulgiformes,Trochilidae (Hummingbirds),,
9040,species,rubsab1,Rufous-breasted Sabrewing,Campylopterus hyperythrus,Caprimulgiformes,Trochilidae (Hummingbirds),,
9042,species,whtsab1,White-tailed Sabrewing,Campylopterus ensipennis,Caprimulgiformes,Trochilidae (Hummingbirds),,
9044,species,lazsab1,Lazuline Sabrewing,Campylopterus falcatus,Caprimulgiformes,Trochilidae (Hummingbirds),,
9046,species,samsab1,Santa Marta Sabrewing,Campylopterus phainopeplus,Caprimulgiformes,Trochilidae (Hummingbirds),,
9048,species,napsab1,Napo Sabrewing,Campylopterus villaviscensio,Caprimulgiformes,Trochilidae (Hummingbirds),,
9050,species,bubsab1,Buff-breasted Sabrewing,Campylopterus duidae,Caprimulgiformes,Trochilidae (Hummingbirds),,
9052,species,swthum1,Swallow-tailed Hummingbird,Eupetomena macroura,Caprimulgiformes,Trochilidae (Hummingbirds),,
9054,species,whvplu1,White-vented Plumeleteer,Chalybura buffonii,Caprimulgiformes,Trochilidae (Hummingbirds),,
9056,issf,whvplu2,White-vented Plumeleteer (White-vented),Chalybura buffonii [buffonii Group],Caprimulgiformes,Trochilidae (Hummingbirds),,whvplu1
9058,issf,whvplu3,White-vented Plumeleteer (Blue-bellied),Chalybura buffonii caeruleogaster,Caprimulgiformes,Trochilidae (Hummingbirds),,whvplu1
9060,issf,whvplu4,White-vented Plumeleteer (Ecuadorian),Chalybura buffonii intermedia,Caprimulgiformes,Trochilidae (Hummingbirds),,whvplu1
9062,species,brtplu1,Bronze-tailed Plumeleteer,Chalybura urochrysia,Caprimulgiformes,Trochilidae (Hummingbirds),,
9064,species,mexwoo1,Mexican Woodnymph,Thalurania ridgwayi,Caprimulgiformes,Trochilidae (Hummingbirds),,
9065,species,crowoo1,Crowned Woodnymph,Thalurania colombica,Caprimulgiformes,Trochilidae (Hummingbirds),,
9066,form,vicwoo1,Crowned Woodnymph (Violet-crowned Woodnymph),Thalurania colombica (Violet-crowned Woodnymph),Caprimulgiformes,Trochilidae (Hummingbirds),,crowoo1
9068,issf,vicwoo3,Crowned Woodnymph (Northern Violet-crowned),Thalurania colombica venusta/townsendi,Caprimulgiformes,Trochilidae (Hummingbirds),,crowoo1
9070,issf,vicwoo4,Crowned Woodnymph (Colombian Violet-crowned),Thalurania colombica colombica/rostrifera,Caprimulgiformes,Trochilidae (Hummingbirds),,crowoo1
9072,form,grcwoo2,Crowned Woodnymph (Green-crowned Woodnymph),Thalurania colombica (Green-crowned Woodnymph),Caprimulgiformes,Trochilidae (Hummingbirds),,crowoo1
9074,issf,gncwoo1,Crowned Woodnymph (Northern Green-crowned),Thalurania colombica [fannyae Group],Caprimulgiformes,Trochilidae (Hummingbirds),,crowoo1
9076,issf,gncwoo2,Crowned Woodnymph (Emerald-bellied),Thalurania colombica hypochlora,Caprimulgiformes,Trochilidae (Hummingbirds),,crowoo1
9078,species,fotwoo1,Fork-tailed Woodnymph,Thalurania furcata,Caprimulgiformes,Trochilidae (Hummingbirds),,
9080,species,lotwoo2,Long-tailed Woodnymph,Thalurania watertonii,Caprimulgiformes,Trochilidae (Hummingbirds),,
9082,species,vicwoo2,Violet-capped Woodnymph,Thalurania glaucopis,Caprimulgiformes,Trochilidae (Hummingbirds),,
9084,species,stthum1,Stripe-tailed Hummingbird,Eupherusa eximia,Caprimulgiformes,Trochilidae (Hummingbirds),,
9086,species,blchum2,Blue-capped Hummingbird,Eupherusa cyanophrys,Caprimulgiformes,Trochilidae (Hummingbirds),,
9088,species,whthum1,White-tailed Hummingbird,Eupherusa poliocerca,Caprimulgiformes,Trochilidae (Hummingbirds),,
9090,species,blbhum1,Black-bellied Hummingbird,Eupherusa nigriventris,Caprimulgiformes,Trochilidae (Hummingbirds),,
9092,species,whteme1,White-tailed Emerald,Elvira chionura,Caprimulgiformes,Trochilidae (Hummingbirds),,
9094,species,coheme1,Coppery-headed Emerald,Elvira cupreiceps,Caprimulgiformes,Trochilidae (Hummingbirds),,
9096,species,snowca1,Snowcap,Microchera albocoronata,Caprimulgiformes,Trochilidae (Hummingbirds),,
